AmenityCrosswalkValue,EntityCode
Survey|20180508|1|02814|AVEquipment|1,02814
Survey|20180508|1|00541|AVEquipment|1,00541
Survey|20180508|1|01588|AVEquipment|1,01588
Survey|20180508|1|02840|AVEquipment|1,02840
Survey|20180508|1|00298|AVEquipment|1,00298
Survey|20180508|1|03059|AVEquipment|1,03059
Survey|20180508|1|00106|AVEquipment|1,00106
Survey|20180508|1|00996|AVEquipment|1,00996
Survey|20180508|1|00685|AVEquipment|1,00685
Survey|20180508|1|02595|AVEquipment|1,02595
Survey|20180508|1|03012|AVEquipment|1,03012
Survey|20180508|1|02895|AVEquipment|1,02895
Survey|20180508|1|02879|AVEquipment|1,02879
Survey|20180508|1|02985|AVEquipment|1,02985
Survey|20180508|1|00448|AVEquipment|1,00448
Survey|20180508|1|03110|Weddings|1,03110
Survey|20180508|1|01595|BusinessServices|1,01595
Survey|20180508|1|02753|BusinessServices|1,02753
Survey|20180508|1|02847|BusinessServices|1,02847
Survey|20180508|1|00979|FitnessCenter|1,00979
Survey|20180508|1|00164|FitnessCenter|1,00164
Survey|20180508|1|00245|FitnessCenter|1,00245
Survey|20180508|1|00764|FitnessCenter|1,00764
Survey|20180508|1|00734|FitnessCenter|1,00734
Survey|20180508|1|01556|SteamRoom|1,01556
Survey|20180508|1|01578|SteamRoom|1,01578
Survey|20180508|1|00561|SteamRoom|1,00561
Survey|20180508|1|02806|SteamRoom|1,02806
Survey|20180508|1|00507|ValetParking|1,00507
Survey|20180508|1|00002|TennisServices|1,00002
Survey|20180508|1|02775|TennisServices|1,02775
Survey|20180508|1|00996|TennisServices|1,00996
Survey|20180508|1|00102|TennisServices|1,00102
Survey|20180508|1|01591|TennisServices|1,01591
Survey|20180508|1|00106|TennisServices|1,00106
Survey|20180508|1|02847|GolfEvents|1,02847
Survey|20180508|1|02748|GolfEvents|1,02748
Survey|20180508|1|00260|GolfEvents|1,00260
Survey|20180508|1|01535|GolfEvents|1,01535
Survey|20180508|1|01100|GolfEvents|1,01100
Survey|20180508|1|00195|GolfEvents|1,00195
Survey|20180508|1|02843|GolfEvents|1,02843
Survey|20180508|1|00158|GolfEvents|1,00158
Survey|20180508|1|00622|GolfEvents|1,00622
Survey|20180508|1|01582|GolfEvents|1,01582
Survey|20180508|1|00164|GolfEvents|1,00164
Survey|20180508|1|01588|GolfEvents|1,01588
Survey|20180508|1|01084|PickleballCourts|1,01084
Survey|20180508|1|02594|GolfEvents|1,02594
Survey|20180508|1|00153|GolfEvents|1,00153
Survey|20180508|1|00996|GolfEvents|1,00996
Survey|20180508|1|00166|DiningRoom|1,00166
Survey|20180508|1|00198|Ballroom|1,00198
Survey|20180508|1|00128|Ballroom|1,00128
Survey|20180508|1|00996|Ballroom|1,00996
Survey|20180508|1|02069|Ballroom|1,02069
Survey|20180508|1|00387|Ballroom|1,00387
Survey|20180508|1|02773|Ballroom|1,02773
Survey|20180508|1|02284|Ballroom|1,02284
Survey|20180508|1|00131|Ballroom|1,00131
Survey|20180508|1|01594|Ballroom|1,01594
Survey|20180508|1|00556|Ballroom|1,00556
Survey|20180508|1|00674|Ballroom|1,00674
Survey|20180508|1|00622|Ballroom|1,00622
Survey|20180508|1|02830|Ballroom|1,02830
Survey|20180508|1|01098|Ballroom|1,01098
Survey|20180508|1|00715|Ballroom|1,00715
Survey|20180508|1|00103|Ballroom|1,00103
Survey|20180508|1|00541|Ballroom|1,00541
Survey|20180508|1|02777|Ballroom|1,02777
Survey|20180508|1|03080|Ballroom|1,03080
Survey|20180508|1|00562|GolfSimulator|1,00562
Survey|20180508|1|02756|GolfSimulator|1,02756
Survey|20180508|1|01564|GolfCourse|3,01564
Survey|20180508|1|01054|AnytimeLounge|1,01054
Survey|20180508|1|01075|AnytimeLounge|1,01075
Survey|20180508|1|00413|AnytimeLounge|1,00413
Survey|20180508|1|02773|AnytimeLounge|1,02773
Survey|20180508|1|01104|AnytimeLounge|1,01104
Survey|20180508|1|00641|AnytimeLounge|1,00641
Survey|20180508|1|02704|AnytimeLounge|1,02704
Survey|20180508|1|01592|AnytimeLounge|1,01592
Survey|20180508|1|01588|AnytimeLounge|1,01588
Survey|20180508|1|01084|AnytimeLounge|1,01084
Survey|20180508|1|00562|AnytimeLounge|1,00562
Survey|20180508|1|00730|AnytimeLounge|1,00730
Survey|20180508|1|00185|AnytimeLounge|1,00185
Survey|20180508|1|02889|AnytimeLounge|1,02889
Survey|20180508|1|02202|AnytimeLounge|1,02202
Survey|20180508|1|00607|AnytimeLounge|1,00607
Survey|20180508|1|00298|AnytimeLounge|1,00298
Survey|20180508|1|00541|AnytimeLounge|1,00541
Survey|20180508|1|02069|AnytimeLounge|1,02069
Survey|20180508|1|02895|AnytimeLounge|1,02895
Survey|20180508|1|02997|AnytimeLounge|1,02997
Survey|20180508|1|00259|AnytimeLounge|1,00259
Survey|20180508|1|01597|AnytimeLounge|1,01597
Survey|20180508|1|02808|AnytimeLounge|1,02808
Survey|20180508|1|03112|AnytimeLounge|1,03112
Survey|20180508|1|02859|GolfServices|1,02859
Survey|20180508|1|00268|GolfServices|1,00268
Survey|20180508|1|00674|GolfServices|1,00674
Survey|20180508|1|02901|GolfServices|1,02901
Survey|20180508|1|02847|GolfServices|1,02847
Survey|20180508|1|02818|GolfServices|1,02818
Survey|20180508|1|00734|GolfServices|1,00734
Survey|20180508|1|01668|GolfServices|1,01668
Survey|20180508|1|01584|Ballroom|1,01584
Survey|20180508|1|01724|GolfServices|1,01724
Survey|20180508|1|03008|GolfServices|1,03008
Survey|20180508|1|00110|GolfServices|1,00110
Survey|20180508|1|02985|GolfServices|1,02985
Survey|20180508|1|00170|SocialEvents|1,00170
Survey|20180508|1|00170|GolfEvents|1,00170
Survey|20180508|1|00170|TennisCourts|1,00170
Survey|20180508|1|00268|AVEquipment|1,00268
Survey|20180508|1|00268|CateringServices|1,00268
Survey|20180508|1|02771|GolfServices|1,02771
Survey|20180508|1|00260|TennisServices|1,00260
Survey|20180508|1|00260|TennisCourts|1,00260
Survey|20180508|1|02847|Sauna|1,02847
Survey|20180508|1|02175|Sauna|1,02175
Survey|20180508|1|00979|Sauna|1,00979
Survey|20180508|1|00245|Spa|1,00245
Survey|20180508|1|00750|Spa|1,00750
Survey|20180508|1|02286|TennisCourts|1,02286
Survey|20180508|1|00185|Whirlpool|1,00185
Survey|20180508|1|02818|PoolServices|1,02818
Survey|20180508|1|00110|PoolServices|1,00110
Survey|20180508|1|02753|PoolServices|1,02753
Survey|20180508|1|00979|PoolServices|1,00979
Survey|20180508|1|00153|PoolServices|1,00153
Survey|20180508|1|00002|PoolServices|1,00002
Survey|20180508|1|00112|Pool|1,00112
Survey|20180508|1|00110|Pool|1,00110
Survey|20180508|1|00128|Pool|1,00128
Survey|20180508|1|02594|Pool|1,02594
Survey|20180508|1|00764|Pool|1,00764
Survey|20180508|1|03056|Pool|1,03056
Survey|20180508|1|02505|Pool|1,02505
Survey|20180508|1|00514|Pool|1,00514
Survey|20180508|1|02702|Pool|1,02702
Survey|20180508|1|02753|Pool|1,02753
Survey|20180508|1|01588|Pool|1,01588
Survey|20180508|1|02753|GolfServices|1,02753
Survey|20180508|1|00522|Pool|1,00522
Survey|20180508|1|01075|Pool|1,01075
Survey|20180508|1|02602|PoolServices|1,02602
Survey|20180508|1|02847|Villas|1,02847
Survey|20180508|1|00128|MiniGolf|1,00128
Survey|20180508|1|02701|MiniGolf|1,02701
Survey|20180508|1|01596|GolfCourse|1,01596
Survey|20180508|1|01430|GolfCourse|2,01430
Survey|20180508|1|00685|Whirlpool|1,00685
Survey|20180508|1|02594|GolfCourse|1,02594
Survey|20180508|1|02868|GolfCourse|1,02868
Survey|20180508|1|02773|GolfCourse|3,02773
Survey|20180508|1|02661|GolfCourse|1,02661
Survey|20180508|1|01598|GolfCourse|1,01598
Survey|20180508|1|00170|GolfCourse|1,00170
Survey|20180508|1|02786|GolfCourse|1,02786
Survey|20180508|1|02283|GolfCourse|1,02283
Survey|20180508|1|02756|GolfCourse|1,02756
Survey|20180508|1|01063|GolfCourse|1,01063
Survey|20180508|1|00238|GolfCourse|1,00238
Survey|20180508|1|00164|GolfCourse|3,00164
Survey|20180508|1|02812|GolfCourse|1,02812
Survey|20180508|1|03012|GolfCourse|1,03012
Survey|20180508|1|00561|GolfCourse|1,00561
Survey|20180508|1|02865|GolfCourse|2,02865
Survey|20180508|1|03083|GolfCourse|1,03083
Survey|20180508|1|03016|GolfCourse|1,03016
Survey|20180508|1|03008|GolfCourse|1,03008
Survey|20180508|1|00514|GolfCourse|1,00514
Survey|20180508|1|01162|GolfCourse|1,01162
Survey|20180508|1|02816|GolfCourse|2,02816
Survey|20180508|1|02822|GolfCourse|1,02822
Survey|20180508|1|01594|GolfCourse|1,01594
Survey|20180508|1|02283|GolfCourse|3,02283
Survey|20180508|1|00170|DiningRoom|1,00170
Survey|20180508|1|00103|DiningRoom|1,00103
Survey|20180508|1|02505|PoolServices|1,02505
Survey|20180508|1|00561|PoolServices|1,00561
Survey|20180508|1|00112|PoolServices|1,00112
Survey|20180508|1|00913|PoolServices|1,00913
Survey|20180508|1|00764|PoolServices|1,00764
Survey|20180508|1|01591|PoolServices|1,01591
Survey|20180508|1|02843|PoolServices|1,02843
Survey|20180508|1|00002|DiningRoom|1,00002
Survey|20180508|1|02851|GolfCourse|1,02851
Survey|20180508|1|00107|BocceBall|1,00107
Survey|20180508|1|00674|HotelRooms|1,00674
Survey|20180508|1|02602|RacquetballCourts|1,02602
Survey|20180508|1|00170|GolfServices|1,00170
Survey|20180508|1|01458|GolfServices|1,01458
Survey|20180508|1|02855|GolfServices|1,02855
Survey|20180508|1|01593|GolfCourse|3,01593
Survey|20180508|1|01593|CorporateEvents|1,01593
Survey|20180508|1|01593|AnytimeLounge|1,01593
Survey|20180508|1|01593|Weddings|1,01593
Survey|20180508|1|00100|GolfEntertainment|1,00100
Survey|20180508|1|00100|GolfCourse|1,00100
Survey|20180508|1|00100|GolfCourse|2,00100
Survey|20180508|1|00103|GolfPracticeFacility|1,00103
Survey|20180508|1|02987|GolfPracticeFacility|1,02987
Survey|20180508|1|02806|GolfPracticeFacility|1,02806
Survey|20180508|1|01212|GolfPracticeFacility|1,01212
Survey|20180508|1|02865|GolfPracticeFacility|1,02865
Survey|20180508|1|02282|GolfPracticeFacility|1,02282
Survey|20180508|1|02863|GolfPracticeFacility|1,02863
Survey|20180508|1|00685|PickleballCourts|1,00685
Survey|20180508|1|00107|PickleballCourts|1,00107
Survey|20180508|1|02616|GolfPracticeFacility|1,02616
Survey|20180508|1|02868|GolfPracticeFacility|1,02868
Survey|20180508|1|00734|GolfPracticeFacility|1,00734
Survey|20180508|1|02838|GolfPracticeFacility|1,02838
Survey|20180508|1|01596|GolfPracticeFacility|1,01596
Survey|20180508|1|00996|PickleballCourts|1,00996
Survey|20180508|1|02175|SocialEvents|1,02175
Survey|20180508|1|02868|SocialEvents|1,02868
Survey|20180508|1|03012|SocialEvents|1,03012
Survey|20180508|1|02602|SocialEvents|1,02602
Survey|20180508|1|00106|SocialEvents|1,00106
Survey|20180508|1|00646|SocialEvents|1,00646
Survey|20180508|1|00103|SocialEvents|1,00103
Survey|20180508|1|02284|SocialEvents|1,02284
Survey|20180508|1|00128|SocialEvents|1,00128
Survey|20180508|1|03070|SocialEvents|1,03070
Survey|20180508|1|01579|SocialEvents|1,01579
Survey|20180508|1|02851|SocialEvents|1,02851
Survey|20180508|1|00100|SocialEvents|1,00100
Survey|20180508|1|02859|Weddings|1,02859
Survey|20180508|1|02851|Weddings|1,02851
Survey|20180508|1|02824|Weddings|1,02824
Survey|20180508|1|01578|Weddings|1,01578
Survey|20180508|1|00112|Weddings|1,00112
Survey|20180508|1|00103|Weddings|1,00103
Survey|20180508|1|01104|Weddings|1,01104
Survey|20180508|1|01588|Weddings|1,01588
Survey|20180508|1|02861|Weddings|1,02861
Survey|20180508|1|00648|SocialEvents|1,00648
Survey|20180508|1|02661|SocialEvents|1,02661
Survey|20180508|1|00430|SocialEvents|1,00430
Survey|20180508|1|00192|SocialEvents|1,00192
Survey|20180508|1|02822|SocialEvents|1,02822
Survey|20180508|1|01430|SocialEvents|1,01430
Survey|20180508|1|02280|SocialEvents|1,02280
Survey|20180508|1|00375|SocialEvents|1,00375
Survey|20180508|1|01344|SocialEvents|1,01344
Survey|20180508|1|00561|SocialEvents|1,00561
Survey|20180508|1|02849|SocialEvents|1,02849
Survey|20180508|1|02703|CorporateEvents|1,02703
Survey|20180508|1|00192|CorporateEvents|1,00192
Survey|20180508|1|01591|CorporateEvents|1,01591
Survey|20180508|1|00622|CorporateEvents|1,00622
Survey|20180508|1|00195|CorporateEvents|1,00195
Survey|20180508|1|00996|CorporateEvents|1,00996
Survey|20180508|1|01430|CorporateEvents|1,01430
Survey|20180508|1|02756|CorporateEvents|1,02756
Survey|20180508|1|02662|CorporateEvents|1,02662
Survey|20180508|1|02822|CorporateEvents|1,02822
Survey|20180508|1|01100|CorporateEvents|1,01100
Survey|20180508|1|01441|CorporateEvents|1,01441
Survey|20180508|1|03065|CorporateEvents|1,03065
Survey|20180508|1|00269|CorporateEvents|1,00269
Survey|20180508|1|00764|CorporateEvents|1,00764
Survey|20180508|1|00002|CorporateEvents|1,00002
Survey|20180508|1|01344|CorporateEvents|1,01344
Survey|20180508|1|00678|CorporateEvents|1,00678
Survey|20180508|1|00157|CorporateEvents|1,00157
Survey|20180508|1|00199|CorporateEvents|1,00199
Survey|20180508|1|01104|CorporateEvents|1,01104
Survey|20180508|1|02834|CorporateEvents|1,02834
Survey|20180508|1|02861|CorporateEvents|1,02861
Survey|20180508|1|02704|CorporateEvents|1,02704
Survey|20180508|1|00881|CorporateEvents|1,00881
Survey|20180508|1|02810|CorporateEvents|1,02810
Survey|20180508|1|02283|CorporateEvents|1,02283
Survey|20180508|1|03070|CorporateEvents|1,03070
Survey|20180508|1|00259|CorporateEvents|1,00259
Survey|20180508|1|00166|CorporateEvents|1,00166
Survey|20180508|1|00100|CorporateEvents|1,00100
Survey|20180508|1|01535|CorporateEvents|1,01535
Survey|20180508|1|01798|GolfServices|1,01798
Survey|20180508|1|02705|AnytimeLounge|1,02705
Survey|20180508|1|02840|AnytimeLounge|1,02840
Survey|20180508|1|02838|AnytimeLounge|1,02838
Survey|20180508|1|02283|AnytimeLounge|1,02283
Survey|20180508|1|02948|AnytimeLounge|1,02948
Survey|20180508|1|02843|AnytimeLounge|1,02843
Survey|20180508|1|02861|AnytimeLounge|1,02861
Survey|20180508|1|00561|AnytimeLounge|1,00561
Survey|20180508|1|02594|AnytimeLounge|1,02594
Survey|20180508|1|02703|AnytimeLounge|1,02703
Survey|20180508|1|01100|AnytimeLounge|1,01100
Survey|20180508|1|02282|AnytimeLounge|1,02282
Survey|20180508|1|00192|AnytimeLounge|1,00192
Survey|20180508|1|00881|AnytimeLounge|1,00881
Survey|20180508|1|01596|AnytimeLounge|1,01596
Survey|20180508|1|00293|AnytimeLounge|1,00293
Survey|20180508|1|01099|AnytimeLounge|1,01099
Survey|20180508|1|02779|AnytimeLounge|1,02779
Survey|20180508|1|01344|AnytimeLounge|1,01344
Survey|20180508|1|02812|AnytimeLounge|1,02812
Survey|20180508|1|02985|AnytimeLounge|1,02985
Survey|20180508|1|02596|AnytimeLounge|1,02596
Survey|20180508|1|02748|AnytimeLounge|1,02748
Survey|20180508|1|00648|AnytimeLounge|1,00648
Survey|20180508|1|00269|AnytimeLounge|1,00269
Survey|20180508|1|00199|AnytimeLounge|1,00199
Survey|20180508|1|02814|AnytimeLounge|1,02814
Survey|20180508|1|00105|PrivateDiningAndMeetingRooms|1,00105
Survey|20180508|1|02662|PrivateDiningAndMeetingRooms|1,02662
Survey|20180508|1|02753|PrivateDiningAndMeetingRooms|1,02753
Survey|20180508|1|01212|PrivateDiningAndMeetingRooms|1,01212
Survey|20180508|1|02756|PrivateDiningAndMeetingRooms|1,02756
Survey|20180508|1|00561|PrivateDiningAndMeetingRooms|1,00561
Survey|20180508|1|02505|PrivateDiningAndMeetingRooms|1,02505
Survey|20180508|1|02748|PrivateDiningAndMeetingRooms|1,02748
Survey|20180508|1|00454|PrivateDiningAndMeetingRooms|1,00454
Survey|20180508|1|00522|PrivateDiningAndMeetingRooms|1,00522
Survey|20180508|1|01054|PrivateDiningAndMeetingRooms|1,01054
Survey|20180508|1|00881|PrivateDiningAndMeetingRooms|1,00881
Survey|20180508|1|00269|PrivateDiningAndMeetingRooms|1,00269
Survey|20180508|1|02596|PrivateDiningAndMeetingRooms|1,02596
Survey|20180508|1|00574|Boardroom|1,00574
Survey|20180508|1|00622|Boardroom|1,00622
Survey|20180508|1|01594|Boardroom|1,01594
Survey|20180508|1|00648|Boardroom|1,00648
Survey|20180508|1|01063|Boardroom|1,01063
Survey|20180508|1|01588|Boardroom|1,01588
Survey|20180508|1|02855|Boardroom|1,02855
Survey|20180508|1|00730|Boardroom|1,00730
Survey|20180508|1|01100|Boardroom|1,01100
Survey|20180508|1|00881|ConferenceRoom|1,00881
Survey|20180508|1|01056|ConferenceRoom|1,01056
Survey|20180508|1|02836|ConferenceRoom|1,02836
Survey|20180508|1|00116|ConferenceRoom|1,00116
Survey|20180508|1|01401|ConferenceRoom|1,01401
Survey|20180508|1|00100|ConferenceRoom|1,00100
Survey|20180508|1|00158|ConferenceRoom|1,00158
Survey|20180508|1|02840|ConferenceRoom|1,02840
Survey|20180508|1|02505|ConferenceRoom|1,02505
Survey|20180508|1|00118|ConferenceRoom|1,00118
Survey|20180508|1|01591|ConferenceRoom|1,01591
Survey|20180508|1|03065|PrivateDiningAndMeetingRooms|1,03065
Survey|20180508|1|00245|PrivateDiningAndMeetingRooms|1,00245
Survey|20180508|1|02069|PrivateDiningAndMeetingRooms|1,02069
Survey|20180508|1|01798|PrivateDiningAndMeetingRooms|1,01798
Survey|20180508|1|02822|PrivateDiningAndMeetingRooms|1,02822
Survey|20180508|1|00198|PrivateDiningAndMeetingRooms|1,00198
Survey|20180508|1|00110|PrivateDiningAndMeetingRooms|1,00110
Survey|20180508|1|00682|ConferenceRoom|1,00682
Survey|20180508|1|00269|Ballroom|1,00269
Survey|20180508|1|00430|Ballroom|1,00430
Survey|20180508|1|00574|Ballroom|1,00574
Survey|20180508|1|01191|Ballroom|1,01191
Survey|20180508|1|00657|Ballroom|1,00657
Survey|20180508|1|03059|Ballroom|1,03059
Survey|20180508|1|02836|Ballroom|1,02836
Survey|20180508|1|02775|Ballroom|1,02775
Survey|20180508|1|00100|Ballroom|1,00100
Survey|20180508|1|02822|Ballroom|1,02822
Survey|20180508|1|01592|Ballroom|1,01592
Survey|20180508|1|02604|Ballroom|1,02604
Survey|20180508|1|00185|Ballroom|1,00185
Survey|20180508|1|02775|GolfServices|1,02775
Survey|20180508|1|00107|Ballroom|1,00107
Survey|20180508|1|00116|TennisCourts|1,00116
Survey|20180508|1|00678|TennisCourts|1,00678
Survey|20180508|1|02280|TennisCourts|1,02280
Survey|20180508|1|02602|TennisCourts|1,02602
Survey|20180508|1|00245|TennisCourts|1,00245
Survey|20180508|1|01099|DiningRoom|1,01099
Survey|20180508|1|02756|DiningRoom|2,02756
Survey|20180508|1|00157|DiningRoom|1,00157
Survey|20180508|1|02832|DiningRoom|1,02832
Survey|20180508|1|02901|DiningRoom|1,02901
Survey|20180508|1|02810|DiningRoom|2,02810
Survey|20180508|1|02824|DiningRoom|1,02824
Survey|20180508|1|00198|DiningRoom|1,00198
Survey|20180508|1|02282|DiningRoom|1,02282
Survey|20180508|1|02506|DiningRoom|1,02506
Survey|20180508|1|02948|DiningRoom|1,02948
Survey|20180508|1|00105|Ballroom|1,00105
Survey|20180508|1|03083|Ballroom|1,03083
Survey|20180508|1|00682|Ballroom|1,00682
Survey|20180508|1|01084|Ballroom|1,01084
Survey|20180508|1|03110|GolfPracticeFacility|1,03110
Survey|20180508|1|00128|TennisCourts|1,00128
Survey|20180508|1|01100|GolfPracticeFacility|1,01100
Survey|20180508|1|01063|BusinessServices|1,01063
Survey|20180508|1|02775|BusinessServices|1,02775
Survey|20180508|1|00448|BusinessServices|1,00448
Survey|20180508|1|03070|BusinessServices|1,03070
Survey|20180508|1|00646|BusinessServices|1,00646
Survey|20180508|1|02836|BusinessServices|1,02836
Survey|20180508|1|02861|BusinessServices|1,02861
Survey|20180508|1|02506|BusinessServices|1,02506
Survey|20180508|1|00715|BusinessServices|1,00715
Survey|20180508|1|00574|BusinessServices|1,00574
Survey|20180508|1|01056|BusinessServices|1,01056
Survey|20180508|1|00166|BusinessServices|1,00166
Survey|20180508|1|00430|BusinessServices|1,00430
Survey|20180508|1|01578|BusinessServices|1,01578
Survey|20180508|1|01075|BusinessServices|1,01075
Survey|20180508|1|02814|BusinessServices|1,02814
Survey|20180508|1|02889|BusinessServices|1,02889
Survey|20180508|1|02808|BusinessServices|1,02808
Survey|20180508|1|00648|BusinessServices|1,00648
Survey|20180508|1|01578|GolfPracticeFacility|1,01578
Survey|20180508|1|00763|SelfParking|1,00763
Survey|20180508|1|02851|SelfParking|1,02851
Survey|20180508|1|00703|SelfParking|1,00703
Survey|20180508|1|02662|SelfParking|1,02662
Survey|20180508|1|02748|SelfParking|1,02748
Survey|20180508|1|01191|SelfParking|1,01191
Survey|20180508|1|02504|SelfParking|1,02504
Survey|20180508|1|00913|SelfParking|1,00913
Survey|20180508|1|00245|SelfParking|1,00245
Survey|20180508|1|00116|SelfParking|1,00116
Survey|20180508|1|02834|SelfParking|1,02834
Survey|20180508|1|02818|SelfParking|1,02818
Survey|20180508|1|01099|SelfParking|1,01099
Survey|20180508|1|00002|SelfParking|1,00002
Survey|20180508|1|02836|SelfParking|1,02836
Survey|20180508|1|01098|SelfParking|1,01098
Survey|20180508|1|02847|SelfParking|1,02847
Survey|20180508|1|02814|SelfParking|1,02814
Survey|20180508|1|00110|SelfParking|1,00110
Survey|20180508|1|03070|SelfParking|1,03070
Survey|20180508|1|00734|SelfParking|1,00734
Survey|20180508|1|00561|SelfParking|1,00561
Survey|20180508|1|00715|SelfParking|1,00715
Survey|20180508|1|03059|SelfParking|1,03059
Survey|20180508|1|02824|SelfParking|1,02824
Survey|20180508|1|01349|SelfParking|1,01349
Survey|20180508|1|01100|SelfParking|1,01100
Survey|20180508|1|00158|SelfParking|1,00158
Survey|20180508|1|01578|SelfParking|1,01578
Survey|20180508|1|02602|SelfParking|1,02602
Survey|20180508|1|00164|CateringServices|1,00164
Survey|20180508|1|02814|CateringServices|1,02814
Survey|20180508|1|00259|CateringServices|1,00259
Survey|20180508|1|01596|CateringServices|1,01596
Survey|20180508|1|02786|AVEquipment|1,02786
Survey|20180508|1|00198|AVEquipment|1,00198
Survey|20180508|1|02771|AVEquipment|1,02771
Survey|20180508|1|01475|AVEquipment|1,01475
Survey|20180508|1|02843|AVEquipment|1,02843
Survey|20180508|1|00260|AVEquipment|1,00260
Survey|20180508|1|01441|AVEquipment|1,01441
Survey|20180508|1|02504|AVEquipment|1,02504
Survey|20180508|1|02822|AVEquipment|1,02822
Survey|20180508|1|00183|AVEquipment|1,00183
Survey|20180508|1|00293|AVEquipment|1,00293
Survey|20180508|1|00105|AVEquipment|1,00105
Survey|20180508|1|00507|AVEquipment|1,00507
Survey|20180508|1|00100|AVEquipment|1,00100
Survey|20180508|1|02748|AVEquipment|1,02748
Survey|20180508|1|02832|AVEquipment|1,02832
Survey|20180508|1|02504|Weddings|1,02504
Survey|20180508|1|01475|Weddings|1,01475
Survey|20180508|1|02703|Weddings|1,02703
Survey|20180508|1|02596|Weddings|1,02596
Survey|20180508|1|02280|Weddings|1,02280
Survey|20180508|1|00685|Weddings|1,00685
Survey|20180508|1|00102|Weddings|1,00102
Survey|20180508|1|01688|Weddings|1,01688
Survey|20180508|1|00678|Weddings|1,00678
Survey|20180508|1|01100|Weddings|1,01100
Survey|20180508|1|00114|Weddings|1,00114
Survey|20180508|1|00641|Weddings|1,00641
Survey|20180508|1|02855|AVEquipment|1,02855
Survey|20180508|1|00750|AVEquipment|1,00750
Survey|20180508|1|02286|AVEquipment|1,02286
Survey|20180508|1|00103|AVEquipment|1,00103
Survey|20180508|1|00562|AVEquipment|1,00562
Survey|20180508|1|02865|AVEquipment|1,02865
Survey|20180508|1|00454|AVEquipment|1,00454
Survey|20180508|1|00682|AVEquipment|1,00682
Survey|20180508|1|03080|AVEquipment|1,03080
Survey|20180508|1|02701|AVEquipment|1,02701
Survey|20180508|1|02202|AVEquipment|1,02202
Survey|20180508|1|00641|AVEquipment|1,00641
Survey|20180508|1|02834|AVEquipment|1,02834
Survey|20180508|1|02771|FitnessCenter|1,02771
Survey|20180508|1|02879|TennisCourts|1,02879
Survey|20180508|1|02866|TennisCourts|1,02866
Survey|20180508|1|02771|TennisCourts|1,02771
Survey|20180508|1|00454|GolfEvents|1,00454
Survey|20180508|1|02283|GolfEvents|1,02283
Survey|20180508|1|02948|GolfEvents|1,02948
Survey|20180508|1|01401|GolfEvents|1,01401
Survey|20180508|1|01592|GolfEvents|1,01592
Survey|20180508|1|01724|GolfEvents|1,01724
Survey|20180508|1|00913|GolfEvents|1,00913
Survey|20180508|1|00112|GolfEvents|1,00112
Survey|20180508|1|01349|GolfEvents|1,01349
Survey|20180508|1|02806|GolfEvents|1,02806
Survey|20180508|1|00562|GolfEvents|1,00562
Survey|20180508|1|00574|GolfEvents|1,00574
Survey|20180508|1|00199|GolfEvents|1,00199
Survey|20180508|1|02816|GolfEvents|1,02816
Survey|20180508|1|02814|GolfEvents|1,02814
Survey|20180508|1|02866|GolfEvents|1,02866
Survey|20180508|1|02901|GolfEvents|1,02901
Survey|20180508|1|02596|GolfEvents|1,02596
Survey|20180508|1|00763|GolfEvents|1,00763
Survey|20180508|1|01556|GolfEvents|1,01556
Survey|20180508|1|02845|GolfEvents|1,02845
Survey|20180508|1|03083|GolfEvents|1,03083
Survey|20180508|1|02705|GolfEvents|1,02705
Survey|20180508|1|00105|GolfEvents|1,00105
Survey|20180508|1|01591|GolfEvents|1,01591
Survey|20180508|1|01644|TennisCourts|1,01644
Survey|20180508|1|00100|FitnessCenter|1,00100
Survey|20180508|1|00102|PickleballCourts|1,00102
Survey|20180508|1|00128|TennisServices|1,00128
Survey|20180508|1|02662|TennisServices|1,02662
Survey|20180508|1|02661|TennisServices|1,02661
Survey|20180508|1|00375|TennisServices|1,00375
Survey|20180508|1|00112|TennisServices|1,00112
Survey|20180508|1|03083|TennisServices|1,03083
Survey|20180508|1|01100|TennisServices|1,01100
Survey|20180508|1|00734|TennisServices|1,00734
Survey|20180508|1|01104|TennisServices|1,01104
Survey|20180508|1|02775|FitnessCenter|1,02775
Survey|20180508|1|00375|FitnessCenter|1,00375
Survey|20180508|1|00622|FitnessCenter|1,00622
Survey|20180508|1|00476|FitnessCenter|1,00476
Survey|20180508|1|01588|FitnessCenter|1,01588
Survey|20180508|1|01430|FitnessCenter|1,01430
Survey|20180508|1|02806|FitnessCenter|1,02806
Survey|20180508|1|00106|FitnessCenter|1,00106
Survey|20180508|1|00103|FitnessCenter|1,00103
Survey|20180508|1|01578|FitnessCenter|1,01578
Survey|20180508|1|00678|SteamRoom|1,00678
Survey|20180508|1|02855|SteamRoom|1,02855
Survey|20180508|1|02861|CateringServices|1,02861
Survey|20180508|1|00293|CateringServices|1,00293
Survey|20180508|1|00541|CateringServices|1,00541
Survey|20180508|1|02661|CateringServices|1,02661
Survey|20180508|1|01595|CateringServices|1,01595
Survey|20180508|1|02596|CateringServices|1,02596
Survey|20180508|1|00648|ValetParking|1,00648
Survey|20180508|1|00260|ValetParking|1,00260
Survey|20180508|1|00103|ValetParking|1,00103
Survey|20180508|1|03016|DiningRoom|1,03016
Survey|20180508|1|00269|DiningRoom|1,00269
