AmenityCrosswalkValue,EntityCode
Survey|20180508|1|01191|AnytimeLounge|1,01191
Survey|20180508|1|02756|AnytimeLounge|1,02756
Survey|20180508|1|02855|AnytimeLounge|1,02855
Survey|20180508|1|02859|AnytimeLounge|1,02859
Survey|20180508|1|01441|AnytimeLounge|1,01441
Survey|20180508|1|03083|AnytimeLounge|1,03083
Survey|20180508|1|01556|AnytimeLounge|1,01556
Survey|20180508|1|01688|AnytimeLounge|1,01688
Survey|20180508|1|01798|AnytimeLounge|1,01798
Survey|20180508|1|00979|AnytimeLounge|1,00979
Survey|20180508|1|02847|AnytimeLounge|1,02847
Survey|20180508|1|00674|AnytimeLounge|1,00674
Survey|20180508|1|03012|AnytimeLounge|1,03012
Survey|20180508|1|01724|AnytimeLounge|1,01724
Survey|20180508|1|02604|AnytimeLounge|1,02604
Survey|20180508|1|00646|AnytimeLounge|1,00646
Survey|20180508|1|02845|AnytimeLounge|1,02845
Survey|20180508|1|00556|AnytimeLounge|1,00556
Survey|20180508|1|00238|AnytimeLounge|1,00238
Survey|20180508|1|02822|AnytimeLounge|1,02822
Survey|20180508|1|02506|AnytimeLounge|1,02506
Survey|20180508|1|00685|AnytimeLounge|1,00685
Survey|20180508|1|02604|ValetParking|1,02604
Survey|20180508|1|03012|ValetParking|1,03012
Survey|20180508|1|00002|ValetParking|1,00002
Survey|20180508|1|01588|ValetParking|1,01588
Survey|20180508|1|02895|ValetParking|1,02895
Survey|20180508|1|01556|PickleballCourts|1,01556
Survey|20180508|1|00118|GolfPracticeFacility|1,00118
Survey|20180508|1|00110|PickleballCourts|1,00110
Survey|20180508|1|02775|PickleballCourts|1,02775
Survey|20180508|1|02806|PickleballCourts|1,02806
Survey|20180508|1|00387|PickleballCourts|1,00387
Survey|20180508|1|02845|PickleballCourts|1,02845
Survey|20180508|1|00678|PickleballCourts|1,00678
Survey|20180508|1|00514|GolfPracticeFacility|1,00514
Survey|20180508|1|02701|GolfPracticeFacility|1,02701
Survey|20180508|1|02616|SocialEvents|1,02616
Survey|20180508|1|01535|SocialEvents|1,01535
Survey|20180508|1|00131|SocialEvents|1,00131
Survey|20180508|1|01592|SocialEvents|1,01592
Survey|20180508|1|03056|SocialEvents|1,03056
Survey|20180508|1|02283|SocialEvents|1,02283
Survey|20180508|1|00682|SocialEvents|1,00682
Survey|20180508|1|00881|SelfParking|1,00881
Survey|20180508|1|00198|SelfParking|1,00198
Survey|20180508|1|02700|SelfParking|1,02700
Survey|20180508|1|02596|SelfParking|1,02596
Survey|20180508|1|01644|SelfParking|1,01644
Survey|20180508|1|01401|SelfParking|1,01401
Survey|20180508|1|03065|SelfParking|1,03065
Survey|20180508|1|00298|SelfParking|1,00298
Survey|20180508|1|00556|SelfParking|1,00556
Survey|20180508|1|01430|SelfParking|1,01430
Survey|20180508|1|01458|SelfParking|1,01458
Survey|20180508|1|00153|SelfParking|1,00153
Survey|20180508|1|01212|CateringServices|1,01212
Survey|20180508|1|00106|CateringServices|1,00106
Survey|20180508|1|02756|CateringServices|1,02756
Survey|20180508|1|00131|CateringServices|1,00131
Survey|20180508|1|01564|CateringServices|1,01564
Survey|20180508|1|02820|CateringServices|1,02820
Survey|20180508|1|00387|CateringServices|1,00387
Survey|20180508|1|00657|CateringServices|1,00657
Survey|20180508|1|02879|CateringServices|1,02879
Survey|20180508|1|01588|SelfParking|1,01588
Survey|20180508|1|00430|SelfParking|1,00430
Survey|20180508|1|02661|SelfParking|1,02661
Survey|20180508|1|02820|SelfParking|1,02820
Survey|20180508|1|00164|SelfParking|1,00164
Survey|20180508|1|03080|SelfParking|1,03080
Survey|20180508|1|01564|SelfParking|1,01564
Survey|20180508|1|00002|SteamRoom|1,00002
Survey|20180508|1|00979|SteamRoom|1,00979
Survey|20180508|1|00685|SteamRoom|1,00685
Survey|20180508|1|00448|SteamRoom|1,00448
Survey|20180508|1|02901|FitnessCenter|1,02901
Survey|20180508|1|01100|TennisCourts|1,01100
Survey|20180508|1|01596|SocialEvents|1,01596
Survey|20180508|1|02830|SocialEvents|1,02830
Survey|20180508|1|02895|SocialEvents|1,02895
Survey|20180508|1|02832|SocialEvents|1,02832
Survey|20180508|1|01401|SocialEvents|1,01401
Survey|20180508|1|00116|SocialEvents|1,00116
Survey|20180508|1|02863|SocialEvents|1,02863
Survey|20180508|1|01212|SocialEvents|1,01212
Survey|20180508|1|01349|SocialEvents|1,01349
Survey|20180508|1|02779|SocialEvents|1,02779
Survey|20180508|1|02997|SocialEvents|1,02997
Survey|20180508|1|02604|SocialEvents|1,02604
Survey|20180508|1|03012|CorporateEvents|1,03012
Survey|20180508|1|01798|CorporateEvents|1,01798
Survey|20180508|1|01598|CorporateEvents|1,01598
Survey|20180508|1|02594|CorporateEvents|1,02594
Survey|20180508|1|02814|CorporateEvents|1,02814
Survey|20180508|1|00131|CorporateEvents|1,00131
Survey|20180508|1|00105|Weddings|1,00105
Survey|20180508|1|00454|Weddings|1,00454
Survey|20180508|1|02705|Weddings|1,02705
Survey|20180508|1|02282|Weddings|1,02282
Survey|20180508|1|00730|Weddings|1,00730
Survey|20180508|1|03008|BusinessServices|1,03008
Survey|20180508|1|00114|BusinessServices|1,00114
Survey|20180508|1|00657|BusinessServices|1,00657
Survey|20180508|1|00522|BusinessServices|1,00522
Survey|20180508|1|02845|BusinessServices|1,02845
Survey|20180508|1|00881|Weddings|1,00881
Survey|20180508|1|01556|Weddings|1,01556
Survey|20180508|1|02865|Weddings|1,02865
Survey|20180508|1|03070|Weddings|1,03070
Survey|20180508|1|02889|Weddings|1,02889
Survey|20180508|1|02616|BusinessServices|1,02616
Survey|20180508|1|00183|BusinessServices|1,00183
Survey|20180508|1|03083|BusinessServices|1,03083
Survey|20180508|1|02069|BusinessServices|1,02069
Survey|20180508|1|00454|BusinessServices|1,00454
Survey|20180508|1|00106|BusinessServices|1,00106
Survey|20180508|1|02661|CorporateEvents|1,02661
Survey|20180508|1|02806|CorporateEvents|1,02806
Survey|20180508|1|02889|CorporateEvents|1,02889
Survey|20180508|1|01554|BusinessServices|1,01554
Survey|20180508|1|02748|BusinessServices|1,02748
Survey|20180508|1|02859|BusinessServices|1,02859
Survey|20180508|1|02702|BusinessServices|1,02702
Survey|20180508|1|03059|BusinessServices|1,03059
Survey|20180508|1|00002|FitnessCenter|1,00002
Survey|20180508|1|00107|FitnessCenter|1,00107
Survey|20180508|1|01441|FitnessCenter|1,01441
Survey|20180508|1|02661|FitnessCenter|1,02661
Survey|20180508|1|03070|FitnessCenter|1,03070
Survey|20180508|1|00183|FitnessCenter|1,00183
Survey|20180508|1|00114|FitnessCenter|1,00114
Survey|20180508|1|01556|FitnessCenter|1,01556
Survey|20180508|1|02845|FitnessCenter|1,02845
Survey|20180508|1|01591|FitnessCenter|1,01591
Survey|20180508|1|02855|FitnessCenter|1,02855
Survey|20180508|1|01554|FitnessCenter|1,01554
Survey|20180508|1|01098|FitnessCenter|1,01098
Survey|20180508|1|02701|FitnessCenter|1,02701
Survey|20180508|1|02810|GolfEvents|1,02810
Survey|20180508|1|03059|GolfEvents|1,03059
Survey|20180508|1|00413|GolfEvents|1,00413
Survey|20180508|1|00102|GolfEvents|1,00102
Survey|20180508|1|01063|GolfEvents|1,01063
Survey|20180508|1|00166|GolfEvents|1,00166
Survey|20180508|1|00100|GolfEvents|1,00100
Survey|20180508|1|02786|GolfEvents|1,02786
Survey|20180508|1|02889|GolfEvents|1,02889
Survey|20180508|1|00476|GolfEvents|1,00476
Survey|20180508|1|02840|GolfEvents|1,02840
Survey|20180508|1|01644|GolfEvents|1,01644
Survey|20180508|1|00646|GolfEvents|1,00646
Survey|20180508|1|01441|GolfEvents|1,01441
Survey|20180508|1|00682|GolfEvents|1,00682
Survey|20180508|1|02756|GolfEvents|1,02756
Survey|20180508|1|02700|GolfEvents|1,02700
Survey|20180508|1|02280|GolfEvents|1,02280
Survey|20180508|1|01084|TennisCourts|1,01084
Survey|20180508|1|00245|TennisServices|1,00245
Survey|20180508|1|03012|TennisServices|1,03012
Survey|20180508|1|02849|TennisServices|1,02849
Survey|20180508|1|02703|TennisServices|1,02703
Survey|20180508|1|03065|TennisServices|1,03065
Survey|20180508|1|02704|DiningRoom|2,02704
Survey|20180508|1|02700|DiningRoom|1,02700
Survey|20180508|1|00170|AVEquipment|1,00170
Survey|20180508|1|00268|SelfParking|1,00268
Survey|20180508|1|00507|DiningRoom|1,00507
Survey|20180508|1|01582|DiningRoom|1,01582
Survey|20180508|1|01535|DiningRoom|1,01535
Survey|20180508|1|00641|DiningRoom|1,00641
Survey|20180508|1|00541|DiningRoom|1,00541
Survey|20180508|1|02830|DiningRoom|1,02830
Survey|20180508|1|02283|DiningRoom|2,02283
Survey|20180508|1|00763|DiningRoom|1,00763
Survey|20180508|1|02773|DiningRoom|1,02773
Survey|20180508|1|02662|DiningRoom|1,02662
Survey|20180508|1|01545|Weddings|1,01545
Survey|20180508|1|02868|GolfServices|1,02868
Survey|20180508|1|01668|GolfPracticeFacility|1,01668
Survey|20180508|1|02704|GolfPracticeFacility|1,02704
Survey|20180508|1|02810|GolfPracticeFacility|1,02810
Survey|20180508|1|00253|GolfPracticeFacility|1,00253
Survey|20180508|1|01458|GolfPracticeFacility|1,01458
Survey|20180508|1|02069|GolfPracticeFacility|1,02069
Survey|20180508|1|01597|GolfPracticeFacility|1,01597
Survey|20180508|1|00561|GolfPracticeFacility|1,00561
Survey|20180508|1|00245|GolfPracticeFacility|1,00245
Survey|20180508|1|02505|GolfPracticeFacility|1,02505
Survey|20180508|1|02773|GolfPracticeFacility|1,02773
Survey|20180508|1|01056|GolfPracticeFacility|1,01056
Survey|20180508|1|02703|GolfPracticeFacility|1,02703
Survey|20180508|1|01597|GolfServices|1,01597
Survey|20180508|1|02816|GolfServices|1,02816
Survey|20180508|1|02505|GolfServices|1,02505
Survey|20180508|1|02280|GolfServices|1,02280
Survey|20180508|1|02175|GolfServices|1,02175
Survey|20180508|1|02704|GolfSimulator|1,02704
Survey|20180508|1|00192|GolfSimulator|1,00192
Survey|20180508|1|00430|Weddings|1,00430
Survey|20180508|1|02662|Weddings|1,02662
Survey|20180508|1|00913|Weddings|1,00913
Survey|20180508|1|00002|Weddings|1,00002
Survey|20180508|1|00674|Weddings|1,00674
Survey|20180508|1|00192|Weddings|1,00192
Survey|20180508|1|00646|Weddings|1,00646
Survey|20180508|1|00131|Weddings|1,00131
Survey|20180508|1|01344|Weddings|1,01344
Survey|20180508|1|01579|Weddings|1,01579
Survey|20180508|1|00183|Weddings|1,00183
Survey|20180508|1|02820|Weddings|1,02820
Survey|20180508|1|02284|AVEquipment|1,02284
Survey|20180508|1|02830|AVEquipment|1,02830
Survey|20180508|1|02506|AVEquipment|1,02506
Survey|20180508|1|02748|Weddings|1,02748
Survey|20180508|1|02845|Weddings|1,02845
Survey|20180508|1|01564|Weddings|1,01564
Survey|20180508|1|03110|AVEquipment|1,03110
Survey|20180508|1|00245|AVEquipment|1,00245
Survey|20180508|1|02889|AVEquipment|1,02889
Survey|20180508|1|01099|AVEquipment|1,01099
Survey|20180508|1|00881|AVEquipment|1,00881
Survey|20180508|1|00657|AVEquipment|1,00657
Survey|20180508|1|01349|AVEquipment|1,01349
Survey|20180508|1|02948|AVEquipment|1,02948
Survey|20180508|1|03083|AVEquipment|1,03083
Survey|20180508|1|00654|AVEquipment|1,00654
Survey|20180508|1|02812|AVEquipment|1,02812
Survey|20180508|1|02948|CorporateEvents|1,02948
Survey|20180508|1|00260|CorporateEvents|1,00260
Survey|20180508|1|01054|CorporateEvents|1,01054
Survey|20180508|1|02836|CorporateEvents|1,02836
Survey|20180508|1|00715|CorporateEvents|1,00715
Survey|20180508|1|01554|CorporateEvents|1,01554
Survey|20180508|1|00112|CorporateEvents|1,00112
Survey|20180508|1|01644|CorporateEvents|1,01644
Survey|20180508|1|01582|CorporateEvents|1,01582
Survey|20180508|1|02868|CorporateEvents|1,02868
Survey|20180508|1|00979|CorporateEvents|1,00979
Survey|20180508|1|02997|CorporateEvents|1,02997
Survey|20180508|1|01545|SocialEvents|1,01545
Survey|20180508|1|01584|GolfSimulator|1,01584
Survey|20180508|1|01584|TennisCourts|1,01584
Survey|20180508|1|01584|AVEquipment|1,01584
Survey|20180508|1|02843|GolfServices|1,02843
Survey|20180508|1|01584|PoolServices|1,01584
Survey|20180508|1|01584|SocialEvents|1,01584
Survey|20180508|1|01584|TennisServices|1,01584
Survey|20180508|1|02834|GolfServices|1,02834
Survey|20180508|1|00112|GolfServices|1,00112
Survey|20180508|1|00622|GolfServices|1,00622
Survey|20180508|1|00253|GolfServices|1,00253
Survey|20180508|1|02948|GolfServices|1,02948
Survey|20180508|1|01584|CorporateEvents|1,01584
Survey|20180508|1|01063|Pool|1,01063
Survey|20180508|1|02775|Pool|1,02775
Survey|20180508|1|02849|Pool|1,02849
Survey|20180508|1|00260|GolfServices|1,00260
Survey|20180508|1|02818|Pool|1,02818
Survey|20180508|1|00750|Pool|1,00750
Survey|20180508|1|02901|Pool|1,02901
Survey|20180508|1|01441|PoolServices|1,01441
Survey|20180508|1|01054|BocceBall|1,01054
Survey|20180508|1|01084|BocceBall|1,01084
Survey|20180508|1|00260|Villas|1,00260
Survey|20180508|1|01578|HotelRooms|1,01578
Survey|20180508|1|00106|BasketballCourt|1,00106
Survey|20180508|1|00260|FitnessCenter|1,00260
Survey|20180508|1|00654|Sauna|1,00654
Survey|20180508|1|02836|Sauna|1,02836
Survey|20180508|1|01588|Sauna|1,01588
Survey|20180508|1|00131|Sauna|1,00131
Survey|20180508|1|00157|Sauna|1,00157
Survey|20180508|1|01579|FitnessCenter|1,01579
Survey|20180508|1|01579|TennisServices|1,01579
Survey|20180508|1|02286|TennisServices|1,02286
Survey|20180508|1|00574|GolfCourse|1,00574
Survey|20180508|1|00245|GolfCourse|1,00245
Survey|20180508|1|00260|GolfCourse|3,00260
Survey|20180508|1|01588|GolfCourse|2,01588
Survey|20180508|1|00522|GolfCourse|1,00522
Survey|20180508|1|02282|GolfCourse|1,02282
Survey|20180508|1|02505|GolfCourse|1,02505
Survey|20180508|1|00387|GolfCourse|3,00387
Survey|20180508|1|02662|GolfCourse|1,02662
Survey|20180508|1|00622|GolfCourse|1,00622
Survey|20180508|1|02812|GolfCourse|2,02812
Survey|20180508|1|02820|GolfCourse|1,02820
Survey|20180508|1|01556|GolfCourse|1,01556
Survey|20180508|1|00116|GolfCourse|3,00116
Survey|20180508|1|03065|GolfCourse|1,03065
Survey|20180508|1|01588|GolfCourse|1,01588
Survey|20180508|1|01578|GolfCourse|3,01578
Survey|20180508|1|02175|GolfCourse|1,02175
Survey|20180508|1|02595|GolfCourse|1,02595
Survey|20180508|1|00112|GolfCourse|1,00112
Survey|20180508|1|02863|GolfCourse|1,02863
Survey|20180508|1|02595|PoolServices|1,02595
Survey|20180508|1|00685|PoolServices|1,00685
Survey|20180508|1|01588|PoolServices|1,01588
Survey|20180508|1|00105|PoolServices|1,00105
Survey|20180508|1|00102|PoolServices|1,00102
Survey|20180508|1|00238|Pool|1,00238
Survey|20180508|1|00268|Pool|1,00268
Survey|20180508|1|03070|Pool|1,03070
Survey|20180508|1|00678|Pool|1,00678
Survey|20180508|1|01104|Pool|1,01104
Survey|20180508|1|03059|Pool|1,03059
Survey|20180508|1|00253|Whirlpool|1,00253
Survey|20180508|1|03110|GolfCourse|1,03110
Survey|20180508|1|00476|GolfCourse|1,00476
Survey|20180508|1|00375|Whirlpool|1,00375
Survey|20180508|1|01084|Spa|1,01084
Survey|20180508|1|00375|Sauna|1,00375
Survey|20180508|1|01056|Sauna|1,01056
Survey|20180508|1|02806|GolfCourse|1,02806
Survey|20180508|1|02861|GolfCourse|3,02861
Survey|20180508|1|01595|GolfServices|1,01595
Survey|20180508|1|03059|GolfServices|1,03059
Survey|20180508|1|03056|GolfServices|1,03056
Survey|20180508|1|01593|AVEquipment|1,01593
Survey|20180508|1|00103|GolfServices|1,00103
Survey|20180508|1|00268|DiningRoom|1,00268
Survey|20180508|1|00448|DiningRoom|1,00448
Survey|20180508|1|02505|DiningRoom|2,02505
Survey|20180508|1|00648|DiningRoom|1,00648
Survey|20180508|1|01162|DiningRoom|1,01162
Survey|20180508|1|01104|DiningRoom|1,01104
Survey|20180508|1|02703|DiningRoom|1,02703
Survey|20180508|1|02705|DiningRoom|1,02705
Survey|20180508|1|00112|DiningRoom|1,00112
Survey|20180508|1|02868|DiningRoom|1,02868
Survey|20180508|1|03070|DiningRoom|1,03070
Survey|20180508|1|02816|DiningRoom|1,02816
Survey|20180508|1|02836|DiningRoom|1,02836
Survey|20180508|1|01682|DiningRoom|1,01682
Survey|20180508|1|02865|DiningRoom|2,02865
Survey|20180508|1|00245|DiningRoom|1,00245
Survey|20180508|1|03059|DiningRoom|1,03059
Survey|20180508|1|02834|DiningRoom|1,02834
Survey|20180508|1|02661|DiningRoom|1,02661
Survey|20180508|1|02866|DiningRoom|1,02866
Survey|20180508|1|02069|DiningRoom|1,02069
Survey|20180508|1|02704|GolfServices|1,02704
Survey|20180508|1|02701|TennisCourts|1,02701
Survey|20180508|1|00128|GolfPracticeFacility|1,00128
Survey|20180508|1|02997|GolfPracticeFacility|1,02997
Survey|20180508|1|02661|PickleballCourts|1,02661
Survey|20180508|1|02814|PickleballCourts|1,02814
Survey|20180508|1|02948|PickleballCourts|1,02948
Survey|20180508|1|02175|PickleballCourts|1,02175
Survey|20180508|1|02808|TennisCourts|1,02808
Survey|20180508|1|02810|TennisCourts|1,02810
Survey|20180508|1|00110|TennisCourts|1,00110
Survey|20180508|1|00103|TennisCourts|1,00103
Survey|20180508|1|02845|TennisCourts|1,02845
Survey|20180508|1|01098|TennisCourts|1,01098
Survey|20180508|1|00764|TennisCourts|1,00764
Survey|20180508|1|01441|TennisCourts|1,01441
Survey|20180508|1|00253|TennisCourts|1,00253
Survey|20180508|1|03008|PrivateDiningAndMeetingRooms|1,03008
Survey|20180508|1|02594|PrivateDiningAndMeetingRooms|1,02594
Survey|20180508|1|00158|PrivateDiningAndMeetingRooms|1,00158
Survey|20180508|1|00996|PrivateDiningAndMeetingRooms|1,00996
Survey|20180508|1|00293|PrivateDiningAndMeetingRooms|1,00293
Survey|20180508|1|03070|PrivateDiningAndMeetingRooms|1,03070
Survey|20180508|1|01104|PrivateDiningAndMeetingRooms|1,01104
Survey|20180508|1|00131|PrivateDiningAndMeetingRooms|1,00131
Survey|20180508|1|01475|PrivateDiningAndMeetingRooms|1,01475
Survey|20180508|1|00195|PrivateDiningAndMeetingRooms|1,00195
Survey|20180508|1|02786|PrivateDiningAndMeetingRooms|1,02786
Survey|20180508|1|00734|PrivateDiningAndMeetingRooms|1,00734
Survey|20180508|1|00562|PrivateDiningAndMeetingRooms|1,00562
Survey|20180508|1|00764|PrivateDiningAndMeetingRooms|1,00764
Survey|20180508|1|01592|PrivateDiningAndMeetingRooms|1,01592
Survey|20180508|1|02283|PrivateDiningAndMeetingRooms|1,02283
Survey|20180508|1|00476|PrivateDiningAndMeetingRooms|1,00476
Survey|20180508|1|01644|PrivateDiningAndMeetingRooms|1,01644
Survey|20180508|1|02175|PrivateDiningAndMeetingRooms|1,02175
Survey|20180508|1|00118|PrivateDiningAndMeetingRooms|1,00118
Survey|20180508|1|00654|ConferenceRoom|1,00654
Survey|20180508|1|01682|ConferenceRoom|1,01682
Survey|20180508|1|02948|ConferenceRoom|1,02948
Survey|20180508|1|00128|ConferenceRoom|1,00128
Survey|20180508|1|00198|ConferenceRoom|1,00198
Survey|20180508|1|00730|ConferenceRoom|1,00730
Survey|20180508|1|00745|ConferenceRoom|1,00745
Survey|20180508|1|00112|ConferenceRoom|1,00112
Survey|20180508|1|00646|ConferenceRoom|1,00646
Survey|20180508|1|02069|ConferenceRoom|1,02069
Survey|20180508|1|00131|Boardroom|1,00131
Survey|20180508|1|00654|Boardroom|1,00654
Survey|20180508|1|01591|Boardroom|1,01591
Survey|20180508|1|01579|Boardroom|1,01579
Survey|20180508|1|02866|Boardroom|1,02866
Survey|20180508|1|00112|Boardroom|1,00112
Survey|20180508|1|00507|Boardroom|1,00507
Survey|20180508|1|02202|Boardroom|1,02202
Survey|20180508|1|00164|Boardroom|1,00164
Survey|20180508|1|00413|Boardroom|1,00413
Survey|20180508|1|01401|Boardroom|1,01401
Survey|20180508|1|00641|Boardroom|1,00641
Survey|20180508|1|02284|GolfServices|1,02284
Survey|20180508|1|02863|GolfServices|1,02863
Survey|20180508|1|01441|GolfPracticeFacility|1,01441
Survey|20180508|1|02700|GolfPracticeFacility|1,02700
Survey|20180508|1|02948|GolfPracticeFacility|1,02948
Survey|20180508|1|02818|GolfPracticeFacility|1,02818
Survey|20180508|1|01582|GolfPracticeFacility|1,01582
Survey|20180508|1|00622|GolfPracticeFacility|1,00622
Survey|20180508|1|00110|GolfPracticeFacility|1,00110
Survey|20180508|1|00979|GolfPracticeFacility|1,00979
Survey|20180508|1|02822|GolfPracticeFacility|1,02822
Survey|20180508|1|01535|GolfPracticeFacility|1,01535
Survey|20180508|1|02836|GolfPracticeFacility|1,02836
Survey|20180508|1|02777|GolfPracticeFacility|1,02777
Survey|20180508|1|00298|GolfPracticeFacility|1,00298
Survey|20180508|1|00259|GolfPracticeFacility|1,00259
Survey|20180508|1|00107|GolfPracticeFacility|1,00107
Survey|20180508|1|00131|GolfPracticeFacility|1,00131
Survey|20180508|1|02771|GolfPracticeFacility|1,02771
Survey|20180508|1|01098|CorporateEvents|1,01098
Survey|20180508|1|00556|CorporateEvents|1,00556
Survey|20180508|1|00562|CorporateEvents|1,00562
Survey|20180508|1|02596|CorporateEvents|1,02596
Survey|20180508|1|02504|CorporateEvents|1,02504
Survey|20180508|1|01597|CorporateEvents|1,01597
Survey|20180508|1|02705|CorporateEvents|1,02705
Survey|20180508|1|00574|Weddings|1,00574
Survey|20180508|1|01644|Weddings|1,01644
Survey|20180508|1|02818|Weddings|1,02818
Survey|20180508|1|01591|Weddings|1,01591
Survey|20180508|1|00476|Weddings|1,00476
Survey|20180508|1|02775|Weddings|1,02775
Survey|20180508|1|00556|Weddings|1,00556
Survey|20180508|1|00682|Weddings|1,00682
Survey|20180508|1|01594|Weddings|1,01594
Survey|20180508|1|01191|Weddings|1,01191
Survey|20180508|1|02814|Weddings|1,02814
Survey|20180508|1|02756|Weddings|1,02756
Survey|20180508|1|02830|Weddings|1,02830
Survey|20180508|1|02069|Weddings|1,02069
Survey|20180508|1|00979|Weddings|1,00979
Survey|20180508|1|01349|Weddings|1,01349
Survey|20180508|1|01535|Weddings|1,01535
Survey|20180508|1|00183|CorporateEvents|1,00183
Survey|20180508|1|00158|Weddings|1,00158
Survey|20180508|1|01597|Weddings|1,01597
Survey|20180508|1|00522|SocialEvents|1,00522
Survey|20180508|1|00979|SocialEvents|1,00979
Survey|20180508|1|01798|SocialEvents|1,01798
Survey|20180508|1|03016|SocialEvents|1,03016
Survey|20180508|1|02756|SocialEvents|1,02756
Survey|20180508|1|00259|SocialEvents|1,00259
Survey|20180508|1|02843|SocialEvents|1,02843
Survey|20180508|1|02808|SocialEvents|1,02808
Survey|20180508|1|00881|SocialEvents|1,00881
Survey|20180508|1|00293|SocialEvents|1,00293
Survey|20180508|1|00703|SocialEvents|1,00703
Survey|20180508|1|00996|SocialEvents|1,00996
Survey|20180508|1|02595|SocialEvents|1,02595
Survey|20180508|1|00269|SocialEvents|1,00269
Survey|20180508|1|03065|SocialEvents|1,03065
Survey|20180508|1|02282|SocialEvents|1,02282
Survey|20180508|1|00298|SocialEvents|1,00298
Survey|20180508|1|00454|SocialEvents|1,00454
Survey|20180508|1|02824|SocialEvents|1,02824
Survey|20180508|1|01098|SocialEvents|1,01098
Survey|20180508|1|01564|SocialEvents|1,01564
Survey|20180508|1|02753|SocialEvents|1,02753
Survey|20180508|1|02705|SocialEvents|1,02705
Survey|20180508|1|00002|SocialEvents|1,00002
Survey|20180508|1|02596|SocialEvents|1,02596
Survey|20180508|1|01597|SocialEvents|1,01597
Survey|20180508|1|01724|SocialEvents|1,01724
Survey|20180508|1|00556|SocialEvents|1,00556
Survey|20180508|1|01349|CorporateEvents|1,01349
Survey|20180508|1|01162|CorporateEvents|1,01162
Survey|20180508|1|00574|CorporateEvents|1,00574
Survey|20180508|1|02069|CorporateEvents|1,02069
Survey|20180508|1|00413|CorporateEvents|1,00413
Survey|20180508|1|00102|CorporateEvents|1,00102
Survey|20180508|1|01075|CorporateEvents|1,01075
Survey|20180508|1|02840|CorporateEvents|1,02840
Survey|20180508|1|02505|CorporateEvents|1,02505
Survey|20180508|1|00105|BusinessServices|1,00105
Survey|20180508|1|02282|BusinessServices|1,02282
Survey|20180508|1|00745|BusinessServices|1,00745
Survey|20180508|1|01556|BusinessServices|1,01556
Survey|20180508|1|00913|BusinessServices|1,00913
Survey|20180508|1|01688|BusinessServices|1,01688
Survey|20180508|1|00158|BusinessServices|1,00158
Survey|20180508|1|02505|BusinessServices|1,02505
Survey|20180508|1|02756|BusinessServices|1,02756
Survey|20180508|1|01430|BusinessServices|1,01430
Survey|20180508|1|02779|BusinessServices|1,02779
Survey|20180508|1|02812|BusinessServices|1,02812
Survey|20180508|1|02849|BusinessServices|1,02849
Survey|20180508|1|01104|BusinessServices|1,01104
Survey|20180508|1|02771|BusinessServices|1,02771
Survey|20180508|1|02701|BusinessServices|1,02701
Survey|20180508|1|01588|BusinessServices|1,01588
Survey|20180508|1|00622|BusinessServices|1,00622
Survey|20180508|1|00164|BusinessServices|1,00164
Survey|20180508|1|01598|BusinessServices|1,01598
Survey|20180508|1|02987|CorporateEvents|1,02987
Survey|20180508|1|02832|CorporateEvents|1,02832
Survey|20180508|1|02901|BusinessServices|1,02901
Survey|20180508|1|00253|SelfParking|1,00253
Survey|20180508|1|02701|SelfParking|1,02701
Survey|20180508|1|01596|SelfParking|1,01596
Survey|20180508|1|00128|SelfParking|1,00128
Survey|20180508|1|01682|SelfParking|1,01682
Survey|20180508|1|01162|SelfParking|1,01162
Survey|20180508|1|00238|SelfParking|1,00238
Survey|20180508|1|00107|SelfParking|1,00107
Survey|20180508|1|00979|SelfParking|1,00979
Survey|20180508|1|02773|SelfParking|1,02773
Survey|20180508|1|00607|SelfParking|1,00607
Survey|20180508|1|00730|SelfParking|1,00730
Survey|20180508|1|02595|SelfParking|1,02595
Survey|20180508|1|02879|SelfParking|1,02879
Survey|20180508|1|02987|SelfParking|1,02987
Survey|20180508|1|01724|SelfParking|1,01724
Survey|20180508|1|02777|SelfParking|1,02777
Survey|20180508|1|01688|SelfParking|1,01688
Survey|20180508|1|01441|SelfParking|1,01441
Survey|20180508|1|01597|SelfParking|1,01597
Survey|20180508|1|01591|SelfParking|1,01591
Survey|20180508|1|00100|CateringServices|1,00100
Survey|20180508|1|02834|CateringServices|1,02834
Survey|20180508|1|02704|CateringServices|1,02704
Survey|20180508|1|02816|CateringServices|1,02816
Survey|20180508|1|01682|CateringServices|1,01682
Survey|20180508|1|01588|CateringServices|1,01588
Survey|20180508|1|00678|CateringServices|1,00678
Survey|20180508|1|02662|CateringServices|1,02662
Survey|20180508|1|02847|CateringServices|1,02847
Survey|20180508|1|00118|CateringServices|1,00118
Survey|20180508|1|00107|CateringServices|1,00107
Survey|20180508|1|00430|ValetParking|1,00430
Survey|20180508|1|00763|ValetParking|1,00763
Survey|20180508|1|03083|ValetParking|1,03083
Survey|20180508|1|02506|ValetParking|1,02506
Survey|20180508|1|02851|AVEquipment|1,02851
Survey|20180508|1|01191|AVEquipment|1,01191
Survey|20180508|1|00259|AVEquipment|1,00259
Survey|20180508|1|01682|AVEquipment|1,01682
Survey|20180508|1|00102|AVEquipment|1,00102
Survey|20180508|1|00522|AVEquipment|1,00522
